menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code
4-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,04c28272,a0efc38d,a9514f88
6-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,79d72243,a0efc38d,a9514f88
8-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,ce567497,a0efc38d,a9514f88
10-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,2de04f72,a0efc38d,a9514f88
12-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,55917489,a0efc38d,a9514f88
15-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,89ce4783,a0efc38d,a9514f88
20-piece Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,4011797f,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Combo,Whopper Burger,Chicken,,,,,ee6adc7c,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Value Meal,Whopper Burger,Chicken,,,,,df370c37,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Deluxe Meal,Whopper Burger,Chicken,,,,,c1fb3f8e,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Family Meal,Whopper Burger,Chicken,,,,,196263aa,a0efc38d,a9514f88
Grilled Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,93b688e2,a0efc38d,a9514f88
Fried Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,3fd3bf78,a0efc38d,a9514f88
Baked Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,b37eb72b,a0efc38d,a9514f88
Fresh Crispy Chicken Whopper Burger,Whopper Burger,Chicken,,,,,4ef74995,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Extra Crispy,Whopper Burger,Chicken,,,,,777b9a1c,a0efc38d,a9514f88
Crispy Chicken Whopper Burger No Mayo,Whopper Burger,Chicken,,,,,741570b6,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Extra Cheese,Whopper Burger,Chicken,,,,,29578d0e,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Spicy,Whopper Burger,Chicken,,,,,ad48c573,a0efc38d,a9514f88
Crispy Chicken Whopper Burger Mild,Whopper Burger,Chicken,,,,,8d91ad24,a0efc38d,a9514f88
Crispy Chicken Whopper Burger BBQ,Whopper Burger,Chicken,,,,,91161851,a0efc38d,a9514f88
4-piece Crispy Chicken Whopper Burger Small,Whopper Burger,Chicken,,,,,bddff035,a0efc38d,a9514f88
6-piece Crispy Chicken Whopper Burger Small,Whopper Burger,Chicken,,,,,e4ac4936,a0efc38d,a9514f88
4-piece Crispy Chicken Whopper Burger Medium,Whopper Burger,Chicken,,,,,c9a36e04,a0efc38d,a9514f88
6-piece Crispy Chicken Whopper Burger Medium,Whopper Burger,Chicken,,,,,679ec005,a0efc38d,a9514f88
4-piece Crispy Chicken Whopper Burger Large,Whopper Burger,Chicken,,,,,4543ec71,a0efc38d,a9514f88
6-piece Crispy Chicken Whopper Burger Large,Whopper Burger,Chicken,,,,,b485c0f2,a0efc38d,a9514f88
Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,ddab0da2,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Small,Whopper Burger,Chicken,,,,,325d74dc,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Medium,Whopper Burger,Chicken,,,,,b054ede5,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Large,Whopper Burger,Chicken,,,,,3fdb3ab5,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Extra Large,Whopper Burger,Chicken,,,,,191d7109,a0efc38d,a9514f88
Grilled Chicken Whopper Burger King Size,Whopper Burger,Chicken,,,,,6c3d8df0,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Family Size,Whopper Burger,Chicken,,,,,1024ef47,a0efc38d,a9514f88
4-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,d77fd258,a0efc38d,a9514f88
6-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,b347d531,a0efc38d,a9514f88
8-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,3ce918b0,a0efc38d,a9514f88
10-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,dfc7e2ed,a0efc38d,a9514f88
12-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,e92062b7,a0efc38d,a9514f88
15-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,759c266b,a0efc38d,a9514f88
20-piece Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,0ad87dea,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Combo,Whopper Burger,Chicken,,,,,406d930d,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Value Meal,Whopper Burger,Chicken,,,,,0891639b,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Deluxe Meal,Whopper Burger,Chicken,,,,,a012bc53,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Family Meal,Whopper Burger,Chicken,,,,,653144b2,a0efc38d,a9514f88
Grilled Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,e4458c1d,a0efc38d,a9514f88
Fried Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,f4b1caf5,a0efc38d,a9514f88
Baked Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,bb62df71,a0efc38d,a9514f88
Fresh Grilled Chicken Whopper Burger,Whopper Burger,Chicken,,,,,fd92bdcd,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Extra Crispy,Whopper Burger,Chicken,,,,,855f37a1,a0efc38d,a9514f88
Grilled Chicken Whopper Burger No Mayo,Whopper Burger,Chicken,,,,,c93b46d2,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Extra Cheese,Whopper Burger,Chicken,,,,,dee36d3f,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Spicy,Whopper Burger,Chicken,,,,,d2009d6f,a0efc38d,a9514f88
Grilled Chicken Whopper Burger Mild,Whopper Burger,Chicken,,,,,cb254a80,a0efc38d,a9514f88
Grilled Chicken Whopper Burger BBQ,Whopper Burger,Chicken,,,,,52cd48aa,a0efc38d,a9514f88
4-piece Grilled Chicken Whopper Burger Small,Whopper Burger,Chicken,,,,,aaa01ce3,a0efc38d,a9514f88
6-piece Grilled Chicken Whopper Burger Small,Whopper Burger,Chicken,,,,,51c3121b,a0efc38d,a9514f88
4-piece Grilled Chicken Whopper Burger Medium,Whopper Burger,Chicken,,,,,45a3c3bd,a0efc38d,a9514f88
6-piece Grilled Chicken Whopper Burger Medium,Whopper Burger,Chicken,,,,,25a257e8,a0efc38d,a9514f88
4-piece Grilled Chicken Whopper Burger Large,Whopper Burger,Chicken,,,,,1358f929,a0efc38d,a9514f88
6-piece Grilled Chicken Whopper Burger Large,Whopper Burger,Chicken,,,,,48464d21,a0efc38d,a9514f88
Crispy Royal Chicken,Royal Chicken,Chicken,,,,,872a9a56,80d5a70c,a9514f88
Crispy Royal Chicken Small,Royal Chicken,Chicken,,,,,bfe15ce4,80d5a70c,a9514f88
Crispy Royal Chicken Medium,Royal Chicken,Chicken,,,,,382a9d6e,80d5a70c,a9514f88
Crispy Royal Chicken Large,Royal Chicken,Chicken,,,,,9428cdfc,80d5a70c,a9514f88
Crispy Royal Chicken Extra Large,Royal Chicken,Chicken,,,,,750f7a21,80d5a70c,a9514f88
Crispy Royal Chicken King Size,Royal Chicken,Chicken,,,,,939e5c49,80d5a70c,a9514f88
Crispy Royal Chicken Family Size,Royal Chicken,Chicken,,,,,99a72011,80d5a70c,a9514f88
4-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,ddfc39f0,80d5a70c,a9514f88
6-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,50f6ef3b,80d5a70c,a9514f88
8-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,74a9cc76,80d5a70c,a9514f88
10-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,15051e0c,80d5a70c,a9514f88
12-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,1ee448bf,80d5a70c,a9514f88
15-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,79636f63,80d5a70c,a9514f88
20-piece Crispy Royal Chicken,Royal Chicken,Chicken,,,,,54aad987,80d5a70c,a9514f88
Crispy Royal Chicken Combo,Royal Chicken,Chicken,,,,,998d15c1,80d5a70c,a9514f88
Crispy Royal Chicken Value Meal,Royal Chicken,Chicken,,,,,e67c5058,80d5a70c,a9514f88
Crispy Royal Chicken Deluxe Meal,Royal Chicken,Chicken,,,,,1237c7df,80d5a70c,a9514f88
Crispy Royal Chicken Family Meal,Royal Chicken,Chicken,,,,,2ded88d3,80d5a70c,a9514f88
Grilled Crispy Royal Chicken,Royal Chicken,Chicken,,,,,734cb19c,80d5a70c,a9514f88
Fried Crispy Royal Chicken,Royal Chicken,Chicken,,,,,00c46f3a,80d5a70c,a9514f88
Baked Crispy Royal Chicken,Royal Chicken,Chicken,,,,,b0b94092,80d5a70c,a9514f88
Fresh Crispy Royal Chicken,Royal Chicken,Chicken,,,,,2c569fc8,80d5a70c,a9514f88
Crispy Royal Chicken Extra Crispy,Royal Chicken,Chicken,,,,,107c9d1a,80d5a70c,a9514f88
Crispy Royal Chicken No Mayo,Royal Chicken,Chicken,,,,,eeb851eb,80d5a70c,a9514f88
Crispy Royal Chicken Extra Cheese,Royal Chicken,Chicken,,,,,804cbed4,80d5a70c,a9514f88
Crispy Royal Chicken Spicy,Royal Chicken,Chicken,,,,,4abe5fae,80d5a70c,a9514f88
Crispy Royal Chicken Mild,Royal Chicken,Chicken,,,,,26e0a5e6,80d5a70c,a9514f88
Crispy Royal Chicken BBQ,Royal Chicken,Chicken,,,,,6e97f3e1,80d5a70c,a9514f88
4-piece Crispy Royal Chicken Small,Royal Chicken,Chicken,,,,,0b2c7108,80d5a70c,a9514f88
6-piece Crispy Royal Chicken Small,Royal Chicken,Chicken,,,,,c3d97c3d,80d5a70c,a9514f88
4-piece Crispy Royal Chicken Medium,Royal Chicken,Chicken,,,,,5492e67a,80d5a70c,a9514f88
6-piece Crispy Royal Chicken Medium,Royal Chicken,Chicken,,,,,08695710,80d5a70c,a9514f88
4-piece Crispy Royal Chicken Large,Royal Chicken,Chicken,,,,,f42021e9,80d5a70c,a9514f88
6-piece Crispy Royal Chicken Large,Royal Chicken,Chicken,,,,,be98d25c,80d5a70c,a9514f88
Grilled Royal Chicken,Royal Chicken,Chicken,,,,,afccaaa3,80d5a70c,a9514f88
Grilled Royal Chicken Small,Royal Chicken,Chicken,,,,,2014fc19,80d5a70c,a9514f88
Grilled Royal Chicken Medium,Royal Chicken,Chicken,,,,,22a2c899,80d5a70c,a9514f88
Grilled Royal Chicken Large,Royal Chicken,Chicken,,,,,080b1923,80d5a70c,a9514f88
Grilled Royal Chicken Extra Large,Royal Chicken,Chicken,,,,,8a03ffb6,80d5a70c,a9514f88
Grilled Royal Chicken King Size,Royal Chicken,Chicken,,,,,c1241403,80d5a70c,a9514f88
Grilled Royal Chicken Family Size,Royal Chicken,Chicken,,,,,b292ff09,80d5a70c,a9514f88
4-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,c57986a2,80d5a70c,a9514f88
6-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,db5c59a7,80d5a70c,a9514f88
8-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,c24d9d39,80d5a70c,a9514f88
10-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,e5d9f840,80d5a70c,a9514f88
12-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,273425e7,80d5a70c,a9514f88
15-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,f569e1c4,80d5a70c,a9514f88
20-piece Grilled Royal Chicken,Royal Chicken,Chicken,,,,,af6ea09d,80d5a70c,a9514f88
Grilled Royal Chicken Combo,Royal Chicken,Chicken,,,,,4dcce9ef,80d5a70c,a9514f88
Grilled Royal Chicken Value Meal,Royal Chicken,Chicken,,,,,f5b31338,80d5a70c,a9514f88
Grilled Royal Chicken Deluxe Meal,Royal Chicken,Chicken,,,,,ae8189a1,80d5a70c,a9514f88
Grilled Royal Chicken Family Meal,Royal Chicken,Chicken,,,,,2bc5b7ae,80d5a70c,a9514f88
Grilled Grilled Royal Chicken,Royal Chicken,Chicken,,,,,217a57d5,80d5a70c,a9514f88
Fried Grilled Royal Chicken,Royal Chicken,Chicken,,,,,79bce009,80d5a70c,a9514f88
Baked Grilled Royal Chicken,Royal Chicken,Chicken,,,,,617341b8,80d5a70c,a9514f88
Fresh Grilled Royal Chicken,Royal Chicken,Chicken,,,,,737b98cc,80d5a70c,a9514f88
Grilled Royal Chicken Extra Crispy,Royal Chicken,Chicken,,,,,5996f501,80d5a70c,a9514f88
Grilled Royal Chicken No Mayo,Royal Chicken,Chicken,,,,,0b252a0c,80d5a70c,a9514f88
Grilled Royal Chicken Extra Cheese,Royal Chicken,Chicken,,,,,b5079af7,80d5a70c,a9514f88
Grilled Royal Chicken Spicy,Royal Chicken,Chicken,,,,,91cbbf4f,80d5a70c,a9514f88
Grilled Royal Chicken Mild,Royal Chicken,Chicken,,,,,06965289,80d5a70c,a9514f88
Grilled Royal Chicken BBQ,Royal Chicken,Chicken,,,,,85fcc055,80d5a70c,a9514f88
4-piece Grilled Royal Chicken Small,Royal Chicken,Chicken,,,,,cf9d486a,80d5a70c,a9514f88
6-piece Grilled Royal Chicken Small,Royal Chicken,Chicken,,,,,4aaff669,80d5a70c,a9514f88
4-piece Grilled Royal Chicken Medium,Royal Chicken,Chicken,,,,,e180148e,80d5a70c,a9514f88
6-piece Grilled Royal Chicken Medium,Royal Chicken,Chicken,,,,,03bcc4a7,80d5a70c,a9514f88
4-piece Grilled Royal Chicken Large,Royal Chicken,Chicken,,,,,acb2341e,80d5a70c,a9514f88
6-piece Grilled Royal Chicken Large,Royal Chicken,Chicken,,,,,e8dadab9,80d5a70c,a9514f88
Original Chicken Royale,Chicken Royale,Chicken,,,,,f0b1cbba,b04d5ff5,a9514f88
Original Chicken Royale Small,Chicken Royale,Chicken,,,,,5636e255,b04d5ff5,a9514f88
Original Chicken Royale Medium,Chicken Royale,Chicken,,,,,5a36a644,b04d5ff5,a9514f88
Original Chicken Royale Large,Chicken Royale,Chicken,,,,,89fc4dbd,b04d5ff5,a9514f88
Original Chicken Royale Extra Large,Chicken Royale,Chicken,,,,,d237cabf,b04d5ff5,a9514f88
Original Chicken Royale King Size,Chicken Royale,Chicken,,,,,a10ce543,b04d5ff5,a9514f88
Original Chicken Royale Family Size,Chicken Royale,Chicken,,,,,4acc050d,b04d5ff5,a9514f88
4-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,113a4527,b04d5ff5,a9514f88
6-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,8b8cbf61,b04d5ff5,a9514f88
8-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,9ccdac33,b04d5ff5,a9514f88
10-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,040e3f65,b04d5ff5,a9514f88
12-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,8b99640c,b04d5ff5,a9514f88
15-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,c67faf95,b04d5ff5,a9514f88
20-piece Original Chicken Royale,Chicken Royale,Chicken,,,,,3928c7a1,b04d5ff5,a9514f88
Original Chicken Royale Combo,Chicken Royale,Chicken,,,,,02e31daa,b04d5ff5,a9514f88
Original Chicken Royale Value Meal,Chicken Royale,Chicken,,,,,6e0d3a71,b04d5ff5,a9514f88
Original Chicken Royale Deluxe Meal,Chicken Royale,Chicken,,,,,dbd85d2e,b04d5ff5,a9514f88
Original Chicken Royale Family Meal,Chicken Royale,Chicken,,,,,ac1608e2,b04d5ff5,a9514f88
Grilled Original Chicken Royale,Chicken Royale,Chicken,,,,,6d22af36,b04d5ff5,a9514f88
Fried Original Chicken Royale,Chicken Royale,Chicken,,,,,2877a33b,b04d5ff5,a9514f88
Baked Original Chicken Royale,Chicken Royale,Chicken,,,,,e11a4694,b04d5ff5,a9514f88
Fresh Original Chicken Royale,Chicken Royale,Chicken,,,,,d607a00b,b04d5ff5,a9514f88
Original Chicken Royale Extra Crispy,Chicken Royale,Chicken,,,,,5a73a2e5,b04d5ff5,a9514f88
Original Chicken Royale No Mayo,Chicken Royale,Chicken,,,,,8d5f1369,b04d5ff5,a9514f88
Original Chicken Royale Extra Cheese,Chicken Royale,Chicken,,,,,ed304085,b04d5ff5,a9514f88
Original Chicken Royale Spicy,Chicken Royale,Chicken,,,,,532998dc,b04d5ff5,a9514f88
Original Chicken Royale Mild,Chicken Royale,Chicken,,,,,a7c9837d,b04d5ff5,a9514f88
Original Chicken Royale BBQ,Chicken Royale,Chicken,,,,,761d4dde,b04d5ff5,a9514f88
4-piece Original Chicken Royale Small,Chicken Royale,Chicken,,,,,58428cd5,b04d5ff5,a9514f88
6-piece Original Chicken Royale Small,Chicken Royale,Chicken,,,,,da7c0462,b04d5ff5,a9514f88
4-piece Original Chicken Royale Medium,Chicken Royale,Chicken,,,,,a6e76785,b04d5ff5,a9514f88
6-piece Original Chicken Royale Medium,Chicken Royale,Chicken,,,,,823205a9,b04d5ff5,a9514f88
4-piece Original Chicken Royale Large,Chicken Royale,Chicken,,,,,d197913a,b04d5ff5,a9514f88
6-piece Original Chicken Royale Large,Chicken Royale,Chicken,,,,,dffdf477,b04d5ff5,a9514f88
Spicy Chicken Royale,Chicken Royale,Chicken,,,,,7c2d6120,b04d5ff5,a9514f88
Spicy Chicken Royale Small,Chicken Royale,Chicken,,,,,fe3c4230,b04d5ff5,a9514f88
Spicy Chicken Royale Medium,Chicken Royale,Chicken,,,,,5baa555c,b04d5ff5,a9514f88
Spicy Chicken Royale Large,Chicken Royale,Chicken,,,,,3d9d48e3,b04d5ff5,a9514f88
Spicy Chicken Royale Extra Large,Chicken Royale,Chicken,,,,,863481b9,b04d5ff5,a9514f88
Spicy Chicken Royale King Size,Chicken Royale,Chicken,,,,,297e2800,b04d5ff5,a9514f88
Spicy Chicken Royale Family Size,Chicken Royale,Chicken,,,,,19f1a4f8,b04d5ff5,a9514f88
4-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,2e76678b,b04d5ff5,a9514f88
6-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,49f96dcb,b04d5ff5,a9514f88
8-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,b62f7542,b04d5ff5,a9514f88
10-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,6339e2af,b04d5ff5,a9514f88
12-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,ddb5d89d,b04d5ff5,a9514f88
15-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,fa7404ac,b04d5ff5,a9514f88
20-piece Spicy Chicken Royale,Chicken Royale,Chicken,,,,,3af8110a,b04d5ff5,a9514f88
Spicy Chicken Royale Combo,Chicken Royale,Chicken,,,,,10725c6d,b04d5ff5,a9514f88
Spicy Chicken Royale Value Meal,Chicken Royale,Chicken,,,,,f6a5b04c,b04d5ff5,a9514f88
Spicy Chicken Royale Deluxe Meal,Chicken Royale,Chicken,,,,,fa87e945,b04d5ff5,a9514f88
Spicy Chicken Royale Family Meal,Chicken Royale,Chicken,,,,,8689b2be,b04d5ff5,a9514f88
Grilled Spicy Chicken Royale,Chicken Royale,Chicken,,,,,4d4ddd03,b04d5ff5,a9514f88
Fried Spicy Chicken Royale,Chicken Royale,Chicken,,,,,b99f7904,b04d5ff5,a9514f88
Baked Spicy Chicken Royale,Chicken Royale,Chicken,,,,,8eb5c439,b04d5ff5,a9514f88
Fresh Spicy Chicken Royale,Chicken Royale,Chicken,,,,,e07b8044,b04d5ff5,a9514f88
Spicy Chicken Royale Extra Crispy,Chicken Royale,Chicken,,,,,6a548f24,b04d5ff5,a9514f88
Spicy Chicken Royale No Mayo,Chicken Royale,Chicken,,,,,2857ac8c,b04d5ff5,a9514f88
Spicy Chicken Royale Extra Cheese,Chicken Royale,Chicken,,,,,f3847248,b04d5ff5,a9514f88
Spicy Chicken Royale Spicy,Chicken Royale,Chicken,,,,,c72813fd,b04d5ff5,a9514f88
Spicy Chicken Royale Mild,Chicken Royale,Chicken,,,,,57db327f,b04d5ff5,a9514f88
Spicy Chicken Royale BBQ,Chicken Royale,Chicken,,,,,f7cf9f5c,b04d5ff5,a9514f88
4-piece Spicy Chicken Royale Small,Chicken Royale,Chicken,,,,,0b241844,b04d5ff5,a9514f88
6-piece Spicy Chicken Royale Small,Chicken Royale,Chicken,,,,,5a73837d,b04d5ff5,a9514f88
4-piece Spicy Chicken Royale Medium,Chicken Royale,Chicken,,,,,13e412b7,b04d5ff5,a9514f88
6-piece Spicy Chicken Royale Medium,Chicken Royale,Chicken,,,,,cd2b85df,b04d5ff5,a9514f88
4-piece Spicy Chicken Royale Large,Chicken Royale,Chicken,,,,,3420d075,b04d5ff5,a9514f88
6-piece Spicy Chicken Royale Large,Chicken Royale,Chicken,,,,,f62c7269,b04d5ff5,a9514f88
Original Chicken Fries,Chicken Fries,Chicken,,,,,61fce523,b4bd4939,a9514f88
Original Chicken Fries Small,Chicken Fries,Chicken,,,,,381e60dd,b4bd4939,a9514f88
Original Chicken Fries Medium,Chicken Fries,Chicken,,,,,d7febe53,b4bd4939,a9514f88
Original Chicken Fries Large,Chicken Fries,Chicken,,,,,faa13530,b4bd4939,a9514f88
Original Chicken Fries Extra Large,Chicken Fries,Chicken,,,,,2d4da041,b4bd4939,a9514f88
Original Chicken Fries King Size,Chicken Fries,Chicken,,,,,28455115,b4bd4939,a9514f88
Original Chicken Fries Family Size,Chicken Fries,Chicken,,,,,bfad5f38,b4bd4939,a9514f88
4-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,69d0f869,b4bd4939,a9514f88
6-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,2a1262bf,b4bd4939,a9514f88
8-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,6ccdd945,b4bd4939,a9514f88
10-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,ce5831a3,b4bd4939,a9514f88
12-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,4f3bfd17,b4bd4939,a9514f88
15-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,fcf70fc1,b4bd4939,a9514f88
20-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,1e8e52e8,b4bd4939,a9514f88
Original Chicken Fries Combo,Chicken Fries,Chicken,,,,,865de3af,b4bd4939,a9514f88
Original Chicken Fries Value Meal,Chicken Fries,Chicken,,,,,40794f6e,b4bd4939,a9514f88
Original Chicken Fries Deluxe Meal,Chicken Fries,Chicken,,,,,817eca89,b4bd4939,a9514f88
Original Chicken Fries Family Meal,Chicken Fries,Chicken,,,,,a55123f4,b4bd4939,a9514f88
Grilled Original Chicken Fries,Chicken Fries,Chicken,,,,,7522b427,b4bd4939,a9514f88
